id,amount,category,ts,tier,date,hour,day_of_week,amount_z
1171,42.76,A,2024-02-18 19:00:00,low,2024-02-18,19,Sunday,-1.8948
1172,96.49,B,2024-02-18 20:00:00,medium,2024-02-18,20,Sunday,-0.1088
1173,70.06,A,2024-02-18 21:00:00,medium,2024-02-18,21,Sunday,-0.9873
1174,97.45,C,2024-02-18 22:00:00,medium,2024-02-18,22,Sunday,-0.0769
1175,51.99,A,2024-02-18 23:00:00,medium,2024-02-18,23,Sunday,-1.588
1176,77.14,A,2024-02-19 00:00:00,medium,2024-02-19,0,Monday,-0.752
1178,110.99,B,2024-02-19 02:00:00,high,2024-02-19,2,Monday,0.3732
1179,112.52,A,2024-02-19 03:00:00,high,2024-02-19,3,Monday,0.4241
1180,60.39,A,2024-02-19 04:00:00,medium,2024-02-19,4,Monday,-1.3088
1181,125.64,A,2024-02-19 05:00:00,high,2024-02-19,5,Monday,0.8602
1183,118.99,B,2024-02-19 07:00:00,high,2024-02-19,7,Monday,0.6391
1184,99.68,A,2024-02-19 08:00:00,medium,2024-02-19,8,Monday,-0.0027
1185,58.71,B,2024-02-19 09:00:00,medium,2024-02-19,9,Monday,-1.3646
1186,90.51,B,2024-02-19 10:00:00,medium,2024-02-19,10,Monday,-0.3076
1187,110.96,A,2024-02-19 11:00:00,high,2024-02-19,11,Monday,0.3722
1188,118.39,C,2024-02-19 12:00:00,high,2024-02-19,12,Monday,0.6192
1189,95.77,A,2024-02-19 13:00:00,medium,2024-02-19,13,Monday,-0.1327
1190,145.95,C,2024-02-19 14:00:00,high,2024-02-19,14,Monday,1.5353
1191,130.23,C,2024-02-19 15:00:00,high,2024-02-19,15,Monday,1.0128
1192,92.3,A,2024-02-19 16:00:00,medium,2024-02-19,16,Monday,-0.2481
1193,122.5,C,2024-02-19 17:00:00,high,2024-02-19,17,Monday,0.7558
1194,158.01,C,2024-02-19 18:00:00,premium,2024-02-19,18,Monday,1.9362
1195,158.81,B,2024-02-19 19:00:00,premium,2024-02-19,19,Monday,1.9628
1196,63.16,B,2024-02-19 20:00:00,medium,2024-02-19,20,Monday,-1.2167
1197,72.2,A,2024-02-19 21:00:00,medium,2024-02-19,21,Monday,-0.9162
1198,144.55,A,2024-02-19 22:00:00,high,2024-02-19,22,Monday,1.4888
1199,68.25,C,2024-02-19 23:00:00,medium,2024-02-19,23,Monday,-1.0475
1200,60.32,A,2024-02-20 00:00:00,medium,2024-02-20,0,Tuesday,-1.3111
1201,85.41,A,2024-02-20 01:00:00,medium,2024-02-20,1,Tuesday,-0.4771
1202,112.61,B,2024-02-20 02:00:00,high,2024-02-20,2,Tuesday,0.4271
1203,96.93,A,2024-02-20 03:00:00,medium,2024-02-20,3,Tuesday,-0.0942
1204,80.48,C,2024-02-20 04:00:00,medium,2024-02-20,4,Tuesday,-0.641
1205,79.77,C,2024-02-20 05:00:00,medium,2024-02-20,5,Tuesday,-0.6646
1206,78.63,C,2024-02-20 06:00:00,medium,2024-02-20,6,Tuesday,-0.7025
1207,73.61,A,2024-02-20 07:00:00,medium,2024-02-20,7,Tuesday,-0.8693
1208,168.45,B,2024-02-20 08:00:00,premium,2024-02-20,8,Tuesday,2.2832
1209,108.93,C,2024-02-20 09:00:00,high,2024-02-20,9,Tuesday,0.3047
1210,126.6,A,2024-02-20 10:00:00,high,2024-02-20,10,Tuesday,0.8921
1211,85.33,B,2024-02-20 11:00:00,medium,2024-02-20,11,Tuesday,-0.4798
1212,94.42,B,2024-02-20 12:00:00,medium,2024-02-20,12,Tuesday,-0.1776
1213,78.59,A,2024-02-20 13:00:00,medium,2024-02-20,13,Tuesday,-0.7038
1214,20.45,A,2024-02-20 14:00:00,low,2024-02-20,14,Tuesday,-2.6364
1215,58.66,B,2024-02-20 15:00:00,medium,2024-02-20,15,Tuesday,-1.3663
1216,45.68,A,2024-02-20 16:00:00,low,2024-02-20,16,Tuesday,-1.7978
1217,32.51,C,2024-02-20 17:00:00,low,2024-02-20,17,Tuesday,-2.2355
1218,64.14,B,2024-02-20 18:00:00,medium,2024-02-20,18,Tuesday,-1.1841
1219,139.75,A,2024-02-20 19:00:00,high,2024-02-20,19,Tuesday,1.3292
1220,98.67,C,2024-02-20 20:00:00,medium,2024-02-20,20,Tuesday,-0.0363
1221,138.72,B,2024-02-20 21:00:00,high,2024-02-20,21,Tuesday,1.295
1222,112.33,A,2024-02-20 22:00:00,high,2024-02-20,22,Tuesday,0.4178
1224,72.97,C,2024-02-21 00:00:00,medium,2024-02-21,0,Wednesday,-0.8906
1225,115.72,B,2024-02-21 01:00:00,high,2024-02-21,1,Wednesday,0.5304
1226,121.86,C,2024-02-21 02:00:00,high,2024-02-21,2,Wednesday,0.7345
1227,82.7,B,2024-02-21 03:00:00,medium,2024-02-21,3,Wednesday,-0.5672
1228,116.79,B,2024-02-21 04:00:00,high,2024-02-21,4,Wednesday,0.566
1229,116.99,A,2024-02-21 05:00:00,high,2024-02-21,5,Wednesday,0.5727
1230,83.51,A,2024-02-21 06:00:00,medium,2024-02-21,6,Wednesday,-0.5403
1231,66.32,B,2024-02-21 07:00:00,medium,2024-02-21,7,Wednesday,-1.1117
1232,64.48,B,2024-02-21 08:00:00,medium,2024-02-21,8,Wednesday,-1.1728
1233,102.6,C,2024-02-21 09:00:00,high,2024-02-21,9,Wednesday,0.0943
1234,109.81,B,2024-02-21 10:00:00,high,2024-02-21,10,Wednesday,0.334
1235,76.22,B,2024-02-21 11:00:00,medium,2024-02-21,11,Wednesday,-0.7826
1236,100.8,C,2024-02-21 12:00:00,high,2024-02-21,12,Wednesday,0.0345
1238,118.55,A,2024-02-21 14:00:00,high,2024-02-21,14,Wednesday,0.6245
1240,138.31,C,2024-02-21 16:00:00,high,2024-02-21,16,Wednesday,1.2814
1241,69.96,A,2024-02-21 17:00:00,medium,2024-02-21,17,Wednesday,-0.9907
1242,150.51,A,2024-02-21 18:00:00,premium,2024-02-21,18,Wednesday,1.6869
1243,84.07,A,2024-02-21 19:00:00,medium,2024-02-21,19,Wednesday,-0.5216
1244,131.35,B,2024-02-21 20:00:00,high,2024-02-21,20,Wednesday,1.05
1245,102.04,B,2024-02-21 21:00:00,high,2024-02-21,21,Wednesday,0.0757
1246,87.64,B,2024-02-21 22:00:00,medium,2024-02-21,22,Wednesday,-0.403
1247,45.77,C,2024-02-21 23:00:00,low,2024-02-21,23,Wednesday,-1.7948
1248,94.85,A,2024-02-22 00:00:00,medium,2024-02-22,0,Thursday,-0.1633
1249,53.22,A,2024-02-22 01:00:00,medium,2024-02-22,1,Thursday,-1.5471
1250,129.02,C,2024-02-22 02:00:00,high,2024-02-22,2,Thursday,0.9725
1252,76.09,C,2024-02-22 04:00:00,medium,2024-02-22,4,Thursday,-0.7869
1253,109.06,A,2024-02-22 05:00:00,high,2024-02-22,5,Thursday,0.3091
1254,78.24,A,2024-02-22 06:00:00,medium,2024-02-22,6,Thursday,-0.7154
1255,81.15,A,2024-02-22 07:00:00,medium,2024-02-22,7,Thursday,-0.6187
1256,123.23,B,2024-02-22 08:00:00,high,2024-02-22,8,Thursday,0.7801
1257,98.84,A,2024-02-22 09:00:00,medium,2024-02-22,9,Thursday,-0.0307
1259,85.53,B,2024-02-22 11:00:00,medium,2024-02-22,11,Thursday,-0.4731
1260,129.98,B,2024-02-22 12:00:00,high,2024-02-22,12,Thursday,1.0045
1261,102.92,A,2024-02-22 13:00:00,high,2024-02-22,13,Thursday,0.105
1262,123.87,A,2024-02-22 14:00:00,high,2024-02-22,14,Thursday,0.8014
1263,86.59,B,2024-02-22 15:00:00,medium,2024-02-22,15,Thursday,-0.4379
1264,98.51,C,2024-02-22 16:00:00,medium,2024-02-22,16,Thursday,-0.0416
1265,96.54,A,2024-02-22 17:00:00,medium,2024-02-22,17,Thursday,-0.1071
1266,74.92,C,2024-02-22 18:00:00,medium,2024-02-22,18,Thursday,-0.8258
1267,119.86,A,2024-02-22 19:00:00,high,2024-02-22,19,Thursday,0.6681
1268,119.51,A,2024-02-22 20:00:00,high,2024-02-22,20,Thursday,0.6564
1270,146.11,A,2024-02-22 22:00:00,high,2024-02-22,22,Thursday,1.5406
1271,143.48,A,2024-02-22 23:00:00,high,2024-02-22,23,Thursday,1.4532
1272,88.75,B,2024-02-23 00:00:00,medium,2024-02-23,0,Friday,-0.3661
1273,111.19,A,2024-02-23 01:00:00,high,2024-02-23,1,Friday,0.3799
1274,81.29,A,2024-02-23 02:00:00,medium,2024-02-23,2,Friday,-0.614
1275,100.7,A,2024-02-23 03:00:00,high,2024-02-23,3,Friday,0.0312
1276,82.01,A,2024-02-23 04:00:00,medium,2024-02-23,4,Friday,-0.5901
1277,148.6,B,2024-02-23 05:00:00,high,2024-02-23,5,Friday,1.6234
1278,110.91,A,2024-02-23 06:00:00,high,2024-02-23,6,Friday,0.3706
1279,93.46,C,2024-02-23 07:00:00,medium,2024-02-23,7,Friday,-0.2095
1280,135.81,C,2024-02-23 08:00:00,high,2024-02-23,8,Friday,1.1983
1282,39.58,A,2024-02-23 10:00:00,low,2024-02-23,10,Friday,-2.0005
1283,123.88,A,2024-02-23 11:00:00,high,2024-02-23,11,Friday,0.8017
1284,101.81,A,2024-02-23 12:00:00,high,2024-02-23,12,Friday,0.0681
1285,107.51,A,2024-02-23 13:00:00,high,2024-02-23,13,Friday,0.2575
1286,60.21,C,2024-02-23 14:00:00,medium,2024-02-23,14,Friday,-1.3148
1287,99.3,A,2024-02-23 15:00:00,medium,2024-02-23,15,Friday,-0.0154
1288,160.11,B,2024-02-23 16:00:00,premium,2024-02-23,16,Friday,2.006
1289,124.73,B,2024-02-23 17:00:00,high,2024-02-23,17,Friday,0.8299
1290,105.09,C,2024-02-23 18:00:00,high,2024-02-23,18,Friday,0.1771
1291,86.83,A,2024-02-23 19:00:00,medium,2024-02-23,19,Friday,-0.4299
1292,88.16,A,2024-02-23 20:00:00,medium,2024-02-23,20,Friday,-0.3857
1294,107.73,A,2024-02-23 22:00:00,high,2024-02-23,22,Friday,0.2648
1295,125.36,B,2024-02-23 23:00:00,high,2024-02-23,23,Friday,0.8509
1296,52.73,B,2024-02-24 00:00:00,medium,2024-02-24,0,Saturday,-1.5634
1297,80.16,B,2024-02-24 01:00:00,medium,2024-02-24,1,Saturday,-0.6516
1298,65.28,A,2024-02-24 02:00:00,medium,2024-02-24,2,Saturday,-1.1462
1299,71.04,A,2024-02-24 03:00:00,medium,2024-02-24,3,Saturday,-0.9548
1300,101.6,B,2024-02-24 04:00:00,high,2024-02-24,4,Saturday,0.0611
1301,37.47,B,2024-02-24 05:00:00,low,2024-02-24,5,Saturday,-2.0707
1302,118.43,C,2024-02-24 06:00:00,high,2024-02-24,6,Saturday,0.6205
1303,122.62,C,2024-02-24 07:00:00,high,2024-02-24,7,Saturday,0.7598
1306,70.11,C,2024-02-24 10:00:00,medium,2024-02-24,10,Saturday,-0.9857
1307,136.99,A,2024-02-24 11:00:00,high,2024-02-24,11,Saturday,1.2375
1308,16.66,B,2024-02-24 12:00:00,low,2024-02-24,12,Saturday,-2.7624
1309,89.57,B,2024-02-24 13:00:00,medium,2024-02-24,13,Saturday,-0.3388
1310,64.6,B,2024-02-24 14:00:00,medium,2024-02-24,14,Saturday,-1.1688
1311,124.14,A,2024-02-24 15:00:00,high,2024-02-24,15,Saturday,0.8103
1312,79.75,B,2024-02-24 16:00:00,medium,2024-02-24,16,Saturday,-0.6652
1313,112.12,A,2024-02-24 17:00:00,high,2024-02-24,17,Saturday,0.4108
1314,116.96,A,2024-02-24 18:00:00,high,2024-02-24,18,Saturday,0.5717
1315,155.09,C,2024-02-24 19:00:00,premium,2024-02-24,19,Saturday,1.8391
1316,93.91,B,2024-02-24 20:00:00,medium,2024-02-24,20,Saturday,-0.1945
1317,111.28,B,2024-02-24 21:00:00,high,2024-02-24,21,Saturday,0.3829
1318,55.45,B,2024-02-24 22:00:00,medium,2024-02-24,22,Saturday,-1.473
1319,135.71,B,2024-02-24 23:00:00,high,2024-02-24,23,Saturday,1.1949
1320,77.18,A,2024-02-25 00:00:00,medium,2024-02-25,0,Sunday,-0.7507
1321,83.18,B,2024-02-25 01:00:00,medium,2024-02-25,1,Sunday,-0.5512
1322,99.33,A,2024-02-25 02:00:00,medium,2024-02-25,2,Sunday,-0.0144
1323,53.11,B,2024-02-25 03:00:00,medium,2024-02-25,3,Sunday,-1.5508
1324,106.86,A,2024-02-25 04:00:00,high,2024-02-25,4,Sunday,0.2359
1326,108.79,C,2024-02-25 06:00:00,high,2024-02-25,6,Sunday,0.3001
1327,52.33,B,2024-02-25 07:00:00,medium,2024-02-25,7,Sunday,-1.5767
1328,96.29,A,2024-02-25 08:00:00,medium,2024-02-25,8,Sunday,-0.1154
1329,122.26,A,2024-02-25 09:00:00,high,2024-02-25,9,Sunday,0.7478
1330,43.66,C,2024-02-25 10:00:00,low,2024-02-25,10,Sunday,-1.8649
1331,67.76,B,2024-02-25 11:00:00,medium,2024-02-25,11,Sunday,-1.0638
1332,126.3,C,2024-02-25 12:00:00,high,2024-02-25,12,Sunday,0.8821
1333,108.1,C,2024-02-25 13:00:00,high,2024-02-25,13,Sunday,0.2771
1334,112.36,B,2024-02-25 14:00:00,high,2024-02-25,14,Sunday,0.4188
1335,155.78,B,2024-02-25 15:00:00,premium,2024-02-25,15,Sunday,1.8621
1336,114.06,B,2024-02-25 16:00:00,high,2024-02-25,16,Sunday,0.4753
1337,119.74,B,2024-02-25 17:00:00,high,2024-02-25,17,Sunday,0.6641
1338,181.32,B,2024-02-25 18:00:00,premium,2024-02-25,18,Sunday,2.7111
1339,93.59,C,2024-02-25 19:00:00,medium,2024-02-25,19,Sunday,-0.2052
1340,76.06,A,2024-02-25 20:00:00,medium,2024-02-25,20,Sunday,-0.7879
1342,113.17,A,2024-02-25 22:00:00,high,2024-02-25,22,Sunday,0.4457
1344,69.03,B,2024-02-26 00:00:00,medium,2024-02-26,0,Monday,-1.0216
1345,169.3,A,2024-02-26 01:00:00,premium,2024-02-26,1,Monday,2.3115
1346,109.81,B,2024-02-26 02:00:00,high,2024-02-26,2,Monday,0.334
1347,78.03,B,2024-02-26 03:00:00,medium,2024-02-26,3,Monday,-0.7224
1348,127.48,C,2024-02-26 04:00:00,high,2024-02-26,4,Monday,0.9214
1350,92.41,C,2024-02-26 06:00:00,medium,2024-02-26,6,Monday,-0.2444
1351,116.87,C,2024-02-26 07:00:00,high,2024-02-26,7,Monday,0.5687
1352,61.24,A,2024-02-26 08:00:00,medium,2024-02-26,8,Monday,-1.2805
1353,110.58,A,2024-02-26 09:00:00,high,2024-02-26,9,Monday,0.3596
1354,157.39,B,2024-02-26 10:00:00,premium,2024-02-26,10,Monday,1.9156
1355,113.99,B,2024-02-26 11:00:00,high,2024-02-26,11,Monday,0.4729
1356,88.71,A,2024-02-26 12:00:00,medium,2024-02-26,12,Monday,-0.3674
1357,84.79,C,2024-02-26 13:00:00,medium,2024-02-26,13,Monday,-0.4977
1358,87.69,A,2024-02-26 14:00:00,medium,2024-02-26,14,Monday,-0.4013
1359,92.38,A,2024-02-26 15:00:00,medium,2024-02-26,15,Monday,-0.2454
1360,88.67,A,2024-02-26 16:00:00,medium,2024-02-26,16,Monday,-0.3687
1361,127.49,C,2024-02-26 17:00:00,high,2024-02-26,17,Monday,0.9217
1362,48.0,C,2024-02-26 18:00:00,low,2024-02-26,18,Monday,-1.7206
1363,125.86,B,2024-02-26 19:00:00,high,2024-02-26,19,Monday,0.8675
1364,88.61,C,2024-02-26 20:00:00,medium,2024-02-26,20,Monday,-0.3707
1365,111.31,C,2024-02-26 21:00:00,high,2024-02-26,21,Monday,0.3839
1366,66.19,A,2024-02-26 22:00:00,medium,2024-02-26,22,Monday,-1.116
1367,139.86,C,2024-02-26 23:00:00,high,2024-02-26,23,Monday,1.3329
1368,137.37,A,2024-02-27 00:00:00,high,2024-02-27,0,Tuesday,1.2501
1369,128.79,B,2024-02-27 01:00:00,high,2024-02-27,1,Tuesday,0.9649
1370,54.56,A,2024-02-27 02:00:00,medium,2024-02-27,2,Tuesday,-1.5026
1371,124.87,B,2024-02-27 03:00:00,high,2024-02-27,3,Tuesday,0.8346
1372,112.15,B,2024-02-27 04:00:00,high,2024-02-27,4,Tuesday,0.4118
1373,51.84,A,2024-02-27 05:00:00,medium,2024-02-27,5,Tuesday,-1.593
1374,99.27,B,2024-02-27 06:00:00,medium,2024-02-27,6,Tuesday,-0.0164
1375,110.94,B,2024-02-27 07:00:00,high,2024-02-27,7,Tuesday,0.3716
1376,116.68,B,2024-02-27 08:00:00,high,2024-02-27,8,Tuesday,0.5624
1377,105.32,A,2024-02-27 09:00:00,high,2024-02-27,9,Tuesday,0.1847
1378,108.74,A,2024-02-27 10:00:00,high,2024-02-27,10,Tuesday,0.2984
1379,144.21,A,2024-02-27 11:00:00,high,2024-02-27,11,Tuesday,1.4775
1380,136.78,C,2024-02-27 12:00:00,high,2024-02-27,12,Tuesday,1.2305
1381,13.99,C,2024-02-27 13:00:00,low,2024-02-27,13,Tuesday,-2.8512
1382,90.48,A,2024-02-27 14:00:00,medium,2024-02-27,14,Tuesday,-0.3086
1383,95.06,C,2024-02-27 15:00:00,medium,2024-02-27,15,Tuesday,-0.1563
1384,47.44,B,2024-02-27 16:00:00,low,2024-02-27,16,Tuesday,-1.7393
1386,137.46,A,2024-02-27 18:00:00,high,2024-02-27,18,Tuesday,1.2531
1387,67.4,B,2024-02-27 19:00:00,medium,2024-02-27,19,Tuesday,-1.0758
1388,110.09,B,2024-02-27 20:00:00,high,2024-02-27,20,Tuesday,0.3433
1389,72.53,A,2024-02-27 21:00:00,medium,2024-02-27,21,Tuesday,-0.9052
1390,79.84,A,2024-02-27 22:00:00,medium,2024-02-27,22,Tuesday,-0.6622
1391,144.32,A,2024-02-27 23:00:00,high,2024-02-27,23,Tuesday,1.4811
1392,83.72,B,2024-02-28 00:00:00,medium,2024-02-28,0,Wednesday,-0.5333
1393,113.87,B,2024-02-28 01:00:00,high,2024-02-28,1,Wednesday,0.4689
1394,43.86,C,2024-02-28 02:00:00,low,2024-02-28,2,Wednesday,-1.8583
1395,155.87,A,2024-02-28 03:00:00,premium,2024-02-28,3,Wednesday,1.8651
1396,118.08,C,2024-02-28 04:00:00,high,2024-02-28,4,Wednesday,0.6089
1397,94.53,A,2024-02-28 05:00:00,medium,2024-02-28,5,Wednesday,-0.1739
1399,57.71,A,2024-02-28 07:00:00,medium,2024-02-28,7,Wednesday,-1.3979
1400,135.48,C,2024-02-28 08:00:00,high,2024-02-28,8,Wednesday,1.1873
1402,93.88,C,2024-02-28 10:00:00,medium,2024-02-28,10,Wednesday,-0.1955
1403,85.25,C,2024-02-28 11:00:00,medium,2024-02-28,11,Wednesday,-0.4824
1404,82.58,A,2024-02-28 12:00:00,medium,2024-02-28,12,Wednesday,-0.5712
1405,120.84,C,2024-02-28 13:00:00,high,2024-02-28,13,Wednesday,0.7006
1406,107.68,B,2024-02-28 14:00:00,high,2024-02-28,14,Wednesday,0.2632
1407,119.55,B,2024-02-28 15:00:00,high,2024-02-28,15,Wednesday,0.6578
1409,115.4,A,2024-02-28 17:00:00,high,2024-02-28,17,Wednesday,0.5198
1410,87.43,B,2024-02-28 18:00:00,medium,2024-02-28,18,Wednesday,-0.4099
1412,52.96,A,2024-02-28 20:00:00,medium,2024-02-28,20,Wednesday,-1.5558
1413,137.83,A,2024-02-28 21:00:00,high,2024-02-28,21,Wednesday,1.2654
1414,141.04,A,2024-02-28 22:00:00,high,2024-02-28,22,Wednesday,1.3721
1415,74.44,C,2024-02-28 23:00:00,medium,2024-02-28,23,Wednesday,-0.8417
1416,166.88,C,2024-02-29 00:00:00,premium,2024-02-29,0,Thursday,2.2311
1417,129.86,A,2024-02-29 01:00:00,high,2024-02-29,1,Thursday,1.0005
1418,129.13,B,2024-02-29 02:00:00,high,2024-02-29,2,Thursday,0.9762
1419,100.84,B,2024-02-29 03:00:00,high,2024-02-29,3,Thursday,0.0358
1420,93.48,B,2024-02-29 04:00:00,medium,2024-02-29,4,Thursday,-0.2088
1421,93.72,B,2024-02-29 05:00:00,medium,2024-02-29,5,Thursday,-0.2009
1423,142.04,A,2024-02-29 07:00:00,high,2024-02-29,7,Thursday,1.4053
1424,105.44,A,2024-02-29 08:00:00,high,2024-02-29,8,Thursday,0.1887
1425,72.66,B,2024-02-29 09:00:00,medium,2024-02-29,9,Thursday,-0.9009
1426,124.73,B,2024-02-29 10:00:00,high,2024-02-29,10,Thursday,0.8299
1427,127.63,B,2024-02-29 11:00:00,high,2024-02-29,11,Thursday,0.9263
1428,119.64,A,2024-02-29 12:00:00,high,2024-02-29,12,Thursday,0.6607
1429,122.36,A,2024-02-29 13:00:00,high,2024-02-29,13,Thursday,0.7512
1431,72.13,A,2024-02-29 15:00:00,medium,2024-02-29,15,Thursday,-0.9185
1432,73.95,B,2024-02-29 16:00:00,medium,2024-02-29,16,Thursday,-0.858
1433,50.94,C,2024-02-29 17:00:00,medium,2024-02-29,17,Thursday,-1.6229
1434,107.11,A,2024-02-29 18:00:00,high,2024-02-29,18,Thursday,0.2442
1435,97.5,A,2024-02-29 19:00:00,medium,2024-02-29,19,Thursday,-0.0752
1436,86.8,A,2024-02-29 20:00:00,medium,2024-02-29,20,Thursday,-0.4309
1437,11.33,B,2024-02-29 21:00:00,low,2024-02-29,21,Thursday,-2.9396
1438,62.58,A,2024-02-29 22:00:00,medium,2024-02-29,22,Thursday,-1.236
1439,133.63,B,2024-02-29 23:00:00,high,2024-02-29,23,Thursday,1.1258
1440,80.06,A,2024-03-01 00:00:00,medium,2024-03-01,0,Friday,-0.6549
1441,110.82,A,2024-03-01 01:00:00,high,2024-03-01,1,Friday,0.3676
1442,58.28,A,2024-03-01 02:00:00,medium,2024-03-01,2,Friday,-1.3789
1443,143.16,A,2024-03-01 03:00:00,high,2024-03-01,3,Friday,1.4426
1444,95.68,A,2024-03-01 04:00:00,medium,2024-03-01,4,Friday,-0.1357
1446,169.77,A,2024-03-01 06:00:00,premium,2024-03-01,6,Friday,2.3271
1447,145.49,B,2024-03-01 07:00:00,high,2024-03-01,7,Friday,1.52
1448,90.8,B,2024-03-01 08:00:00,medium,2024-03-01,8,Friday,-0.2979
1449,82.2,B,2024-03-01 09:00:00,medium,2024-03-01,9,Friday,-0.5838
1450,90.23,B,2024-03-01 10:00:00,medium,2024-03-01,10,Friday,-0.3169
1451,115.3,A,2024-03-01 11:00:00,high,2024-03-01,11,Friday,0.5165
1452,96.84,B,2024-03-01 12:00:00,medium,2024-03-01,12,Friday,-0.0971
1453,88.14,A,2024-03-01 13:00:00,medium,2024-03-01,13,Friday,-0.3863
1454,144.02,C,2024-03-01 14:00:00,high,2024-03-01,14,Friday,1.4712
1455,96.57,A,2024-03-01 15:00:00,medium,2024-03-01,15,Friday,-0.1061
1456,168.99,C,2024-03-01 16:00:00,premium,2024-03-01,16,Friday,2.3012
1457,102.72,B,2024-03-01 17:00:00,high,2024-03-01,17,Friday,0.0983
1458,153.56,B,2024-03-01 18:00:00,premium,2024-03-01,18,Friday,1.7883
1459,110.72,A,2024-03-01 19:00:00,high,2024-03-01,19,Friday,0.3642
1460,128.89,B,2024-03-01 20:00:00,high,2024-03-01,20,Friday,0.9682
1461,78.26,C,2024-03-01 21:00:00,medium,2024-03-01,21,Friday,-0.7148
1462,74.39,B,2024-03-01 22:00:00,medium,2024-03-01,22,Friday,-0.8434
1463,113.79,A,2024-03-01 23:00:00,high,2024-03-01,23,Friday,0.4663
1464,129.66,A,2024-03-02 00:00:00,high,2024-03-02,0,Saturday,0.9938
1465,101.21,A,2024-03-02 01:00:00,high,2024-03-02,1,Saturday,0.0481
1466,61.41,C,2024-03-02 02:00:00,medium,2024-03-02,2,Saturday,-1.2749
1467,59.19,B,2024-03-02 03:00:00,medium,2024-03-02,3,Saturday,-1.3487
1468,57.19,C,2024-03-02 04:00:00,medium,2024-03-02,4,Saturday,-1.4152
1469,46.97,C,2024-03-02 05:00:00,low,2024-03-02,5,Saturday,-1.7549
1470,103.28,B,2024-03-02 06:00:00,high,2024-03-02,6,Saturday,0.1169
1471,133.75,B,2024-03-02 07:00:00,high,2024-03-02,7,Saturday,1.1298
1472,99.6,B,2024-03-02 08:00:00,medium,2024-03-02,8,Saturday,-0.0054
1473,32.19,B,2024-03-02 09:00:00,low,2024-03-02,9,Saturday,-2.2462
1474,94.28,A,2024-03-02 10:00:00,medium,2024-03-02,10,Saturday,-0.1822
1475,95.12,C,2024-03-02 11:00:00,medium,2024-03-02,11,Saturday,-0.1543
1477,56.29,B,2024-03-02 13:00:00,medium,2024-03-02,13,Saturday,-1.4451
1480,113.5,B,2024-03-02 16:00:00,high,2024-03-02,16,Saturday,0.4566
1481,116.9,C,2024-03-02 17:00:00,high,2024-03-02,17,Saturday,0.5697
1482,103.44,B,2024-03-02 18:00:00,high,2024-03-02,18,Saturday,0.1222
1483,109.9,A,2024-03-02 19:00:00,high,2024-03-02,19,Saturday,0.337
1484,123.33,A,2024-03-02 20:00:00,high,2024-03-02,20,Saturday,0.7834
1485,75.72,B,2024-03-02 21:00:00,medium,2024-03-02,21,Saturday,-0.7992
1486,126.34,C,2024-03-02 22:00:00,high,2024-03-02,22,Saturday,0.8835
1487,58.81,A,2024-03-02 23:00:00,medium,2024-03-02,23,Saturday,-1.3613
1488,109.85,C,2024-03-03 00:00:00,high,2024-03-03,0,Sunday,0.3353
1489,105.36,B,2024-03-03 01:00:00,high,2024-03-03,1,Sunday,0.1861
1490,81.51,B,2024-03-03 02:00:00,medium,2024-03-03,2,Sunday,-0.6067
1491,99.32,A,2024-03-03 03:00:00,medium,2024-03-03,3,Sunday,-0.0147
1492,81.32,B,2024-03-03 04:00:00,medium,2024-03-03,4,Sunday,-0.613
1493,67.85,A,2024-03-03 05:00:00,medium,2024-03-03,5,Sunday,-1.0608
1494,89.39,A,2024-03-03 06:00:00,medium,2024-03-03,6,Sunday,-0.3448
1495,66.88,A,2024-03-03 07:00:00,medium,2024-03-03,7,Sunday,-1.093
1496,109.68,A,2024-03-03 08:00:00,high,2024-03-03,8,Sunday,0.3297
1497,65.5,A,2024-03-03 09:00:00,medium,2024-03-03,9,Sunday,-1.1389
1498,121.36,B,2024-03-03 10:00:00,high,2024-03-03,10,Sunday,0.7179
1499,64.56,B,2024-03-03 11:00:00,medium,2024-03-03,11,Sunday,-1.1702
1500,83.01,A,2024-03-03 12:00:00,medium,2024-03-03,12,Sunday,-0.5569
1501,81.26,C,2024-03-03 13:00:00,medium,2024-03-03,13,Sunday,-0.615
1502,139.75,B,2024-03-03 14:00:00,high,2024-03-03,14,Sunday,1.3292
1504,93.65,B,2024-03-03 16:00:00,medium,2024-03-03,16,Sunday,-0.2032
1505,114.96,A,2024-03-03 17:00:00,high,2024-03-03,17,Sunday,0.5052
1507,98.71,C,2024-03-03 19:00:00,medium,2024-03-03,19,Sunday,-0.035
1508,159.93,B,2024-03-03 20:00:00,premium,2024-03-03,20,Sunday,2.0
1509,103.97,B,2024-03-03 21:00:00,high,2024-03-03,21,Sunday,0.1399
1510,102.04,B,2024-03-03 22:00:00,high,2024-03-03,22,Sunday,0.0757
1511,116.44,B,2024-03-03 23:00:00,high,2024-03-03,23,Sunday,0.5544
1512,126.87,C,2024-03-04 00:00:00,high,2024-03-04,0,Monday,0.9011
1513,40.08,B,2024-03-04 01:00:00,low,2024-03-04,1,Monday,-1.9839
1514,49.53,A,2024-03-04 02:00:00,low,2024-03-04,2,Monday,-1.6698
1515,106.31,A,2024-03-04 03:00:00,high,2024-03-04,3,Monday,0.2176
1516,78.55,A,2024-03-04 04:00:00,medium,2024-03-04,4,Monday,-0.7051
1517,139.36,A,2024-03-04 05:00:00,high,2024-03-04,5,Monday,1.3163
